,CIDADE,LAT,LONG,AREA,QUARTOS,BANHEIRO,ESTACIONAMENTO,PISO,ANIMAL,MOBILIA,TAXA,ALUGUEL,IPTU,SEGURO,DESPESA_TOTAL
1218,1.0,-22.90135,-47.06638,82.0,3.0,3.0,2.0,4.0,0.0,1.0,550.0,1500.0,153.0,20.0,2223.0
1219,4.0,-23.55385,-46.6392,210.0,3.0,4.0,4.0,11.0,0.0,0.0,2000.0,15000.0,1000.0,191.0,18190.0
1220,4.0,-23.53541,-46.60147,92.0,3.0,2.0,2.0,11.0,0.0,1.0,660.0,1900.0,105.0,25.0,2690.0
1221,0.0,-19.91018,-43.94923,64.0,3.0,1.0,0.0,3.0,1.0,1.0,215.0,1400.0,27.0,19.0,1661.0
1222,2.0,-30.01562,-51.20385,35.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1350.0,0.0,20.0,1370.0
1223,4.0,-23.58876,-46.60438,16.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1200.0,59.0,16.0,1275.0
1224,2.0,-30.04511,-51.22944,60.0,2.0,1.0,0.0,2.0,0.0,1.0,300.0,950.0,0.0,14.0,1264.0
1225,1.0,-22.89815,-47.06486,223.0,3.0,5.0,2.0,2.0,0.0,1.0,1400.0,3300.0,290.0,42.0,5032.0
1226,2.0,-30.00869,-51.20117,30.0,1.0,1.0,0.0,5.0,0.0,1.0,400.0,940.0,35.0,14.0,1389.0
1227,4.0,-23.52253,-46.63129,111.0,2.0,2.0,1.0,14.0,1.0,1.0,1400.0,3500.0,175.0,45.0,5120.0
1228,4.0,-23.53396,-46.64453,290.0,4.0,3.0,2.0,1.0,1.0,0.0,2890.0,7150.0,862.0,91.0,10990.0
1229,1.0,-22.91313,-47.05139,80.0,3.0,1.0,1.0,1.0,0.0,1.0,380.0,1328.0,50.0,10.0,1768.0
1230,4.0,-23.54495,-46.63231,353.0,4.0,5.0,5.0,46.0,0.0,1.0,3000.0,10000.0,0.0,127.0,13130.0
1231,4.0,-23.53254,-46.61468,55.0,2.0,1.0,1.0,18.0,0.0,1.0,635.0,1990.0,80.0,26.0,2731.0
1232,1.0,-22.89651,-47.05688,49.0,2.0,1.0,1.0,1.0,0.0,1.0,263.0,1000.0,38.0,13.0,1314.0
1233,3.0,-22.94681,-43.19808,50.0,2.0,1.0,0.0,4.0,0.0,1.0,450.0,850.0,21.0,11.0,1332.0
1234,4.0,-23.54045,-46.63177,182.0,4.0,4.0,2.0,10.0,0.0,1.0,2965.0,6000.0,605.0,77.0,9647.0
1235,4.0,-23.50436,-46.60436,42.0,1.0,1.0,1.0,9.0,0.0,0.0,565.0,3800.0,24.0,49.0,4438.0
1236,4.0,-23.5228,-46.64531,500.0,5.0,7.0,5.0,22.0,0.0,1.0,5500.0,14000.0,2084.0,178.0,21760.0
1237,3.0,-22.93035,-43.17422,170.0,3.0,2.0,1.0,9.0,0.0,1.0,2000.0,4600.0,384.0,60.0,7044.0
1238,4.0,-23.53598,-46.612,160.0,3.0,3.0,2.0,8.0,0.0,1.0,2000.0,5000.0,570.0,64.0,7634.0
1239,3.0,-22.92784,-43.18386,65.0,2.0,1.0,1.0,3.0,0.0,0.0,550.0,1650.0,0.0,22.0,2222.0
1240,4.0,-23.55383,-46.62364,300.0,4.0,4.0,6.0,7.0,1.0,0.0,4000.0,5500.0,1180.0,70.0,10750.0
1241,4.0,-23.59896,-46.63174,140.0,3.0,2.0,2.0,8.0,0.0,0.0,1050.0,12000.0,209.0,153.0,13410.0
1242,4.0,-23.56272,-46.63287,157.0,3.0,3.0,4.0,19.0,0.0,1.0,1300.0,4900.0,725.0,63.0,6988.0
1243,4.0,-23.57175,-46.62682,101.0,3.0,4.0,2.0,5.0,0.0,1.0,1300.0,3120.0,340.0,40.0,4800.0
1244,4.0,-23.55224,-46.64157,87.0,3.0,2.0,4.0,14.0,0.0,1.0,800.0,2000.0,67.0,26.0,2893.0
1245,1.0,-22.91835,-47.05332,123.0,3.0,2.0,2.0,13.0,0.0,1.0,834.0,2000.0,148.0,26.0,3008.0
1246,4.0,-23.54058,-46.60355,67.0,1.0,2.0,1.0,12.0,0.0,0.0,815.0,2479.0,117.0,32.0,3443.0
1247,4.0,-23.55745,-46.61566,48.0,2.0,1.0,1.0,8.0,0.0,1.0,545.0,1720.0,0.0,22.0,2287.0
1248,0.0,-19.92281,-43.94559,51.0,2.0,1.0,1.0,2.0,0.0,1.0,260.0,700.0,27.0,10.0,997.0
1249,4.0,-23.54959,-46.61099,54.0,2.0,1.0,1.0,5.0,1.0,1.0,245.0,1300.0,4.0,17.0,1566.0
1250,4.0,-23.56765,-46.63854,280.0,3.0,3.0,2.0,9.0,0.0,0.0,3000.0,5650.0,692.0,72.0,9414.0
1251,4.0,-23.52839,-46.64692,172.0,3.0,4.0,3.0,5.0,0.0,0.0,1650.0,7800.0,890.0,99.0,10440.0
1252,4.0,-23.59625,-46.60294,136.0,3.0,2.0,2.0,13.0,0.0,0.0,1259.0,15000.0,374.0,191.0,16820.0
1253,4.0,-23.55934,-46.60497,300.0,4.0,2.0,0.0,5.0,0.0,1.0,6000.0,15000.0,834.0,191.0,22030.0
1254,4.0,-23.59654,-46.63333,26.0,1.0,1.0,0.0,6.0,0.0,0.0,250.0,2300.0,42.0,30.0,2622.0
1255,3.0,-22.90165,-43.17467,52.0,1.0,1.0,0.0,2.0,0.0,1.0,477.0,1172.0,50.0,16.0,1715.0
1256,3.0,-22.93723,-43.15218,72.0,2.0,2.0,1.0,5.0,0.0,1.0,500.0,1200.0,5.0,16.0,1721.0
1257,3.0,-22.91385,-43.19231,240.0,3.0,3.0,1.0,8.0,0.0,0.0,2300.0,7000.0,417.0,91.0,9808.0
1258,3.0,-22.93971,-43.17145,145.0,3.0,3.0,2.0,4.0,1.0,1.0,4000.0,11960.0,0.0,155.0,16120.0
1259,2.0,-30.04292,-51.21365,260.0,2.0,2.0,1.0,3.0,0.0,1.0,170.0,2000.0,25.0,30.0,2225.0
1260,1.0,-22.89186,-47.05287,25.0,1.0,1.0,0.0,3.0,1.0,1.0,300.0,1000.0,0.0,13.0,1313.0
1261,4.0,-23.59433,-46.60979,45.0,2.0,1.0,1.0,9.0,0.0,1.0,300.0,1920.0,34.0,25.0,2279.0
1262,0.0,-19.94797,-43.93977,115.0,3.0,2.0,2.0,3.0,0.0,1.0,450.0,1950.0,133.0,26.0,2559.0
1263,2.0,-30.00549,-51.21642,48.0,2.0,1.0,0.0,4.0,0.0,1.0,468.0,800.0,28.0,12.0,1308.0
1264,4.0,-23.55246,-46.60288,340.0,4.0,6.0,4.0,11.0,1.0,1.0,4800.0,7650.0,1667.0,97.0,14210.0
1265,3.0,-22.90461,-43.17069,25.0,1.0,1.0,0.0,3.0,0.0,1.0,561.0,1513.0,0.0,7.0,2081.0
1266,4.0,-23.57269,-46.63979,79.0,3.0,2.0,2.0,11.0,0.0,1.0,652.0,1290.0,90.0,17.0,2049.0
1267,4.0,-23.56741,-46.63246,35.0,1.0,1.0,1.0,2.0,0.0,1.0,530.0,1600.0,134.0,21.0,2285.0
1268,4.0,-23.537,-46.60144,270.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,3500.0,165.0,45.0,3710.0
1269,4.0,-23.53539,-46.6028,156.0,3.0,4.0,3.0,7.0,1.0,1.0,1417.0,5000.0,500.0,64.0,6981.0
1270,4.0,-23.5288,-46.60473,50.0,1.0,1.0,1.0,8.0,0.0,0.0,600.0,2800.0,0.0,20.0,3420.0
1271,4.0,-23.53579,-46.6235,60.0,1.0,1.0,2.0,2.0,1.0,1.0,3398.0,1900.0,288.0,25.0,5611.0
1272,4.0,-23.5793,-46.61559,140.0,3.0,4.0,3.0,18.0,0.0,1.0,1100.0,4000.0,489.0,51.0,5640.0
1273,4.0,-23.54234,-46.63,53.0,1.0,1.0,0.0,2.0,1.0,1.0,170.0,1680.0,68.0,22.0,1940.0
1274,0.0,-19.91043,-43.94125,125.0,4.0,2.0,2.0,1.0,1.0,1.0,1100.0,2100.0,267.0,28.0,3495.0
1275,1.0,-22.90635,-47.06123,300.0,4.0,5.0,3.0,9.0,0.0,1.0,1650.0,9500.0,459.0,121.0,11730.0
1276,0.0,-19.93763,-43.92983,175.0,3.0,3.0,2.0,4.0,0.0,0.0,400.0,3700.0,205.0,50.0,4355.0
1277,3.0,-22.92649,-43.15234,158.0,3.0,2.0,2.0,14.0,0.0,0.0,2000.0,8000.0,445.0,104.0,10550.0
1278,3.0,-22.93801,-43.16794,110.0,3.0,2.0,1.0,4.0,0.0,1.0,1200.0,2850.0,259.0,37.0,4346.0
1279,0.0,-19.92721,-43.92078,230.0,4.0,3.0,4.0,7.0,0.0,0.0,3100.0,15000.0,1500.0,200.0,19800.0
1280,4.0,-23.5019,-46.63426,255.0,3.0,4.0,2.0,10.0,0.0,0.0,2600.0,6000.0,500.0,77.0,9177.0
1281,4.0,-23.54817,-46.64731,23.0,1.0,1.0,1.0,26.0,0.0,1.0,472.0,2300.0,59.0,30.0,2861.0
1282,4.0,-23.50569,-46.62867,120.0,3.0,2.0,1.0,1.0,1.0,1.0,870.0,2500.0,160.0,32.0,3562.0
1283,4.0,-23.58037,-46.63086,45.0,1.0,1.0,2.0,8.0,0.0,1.0,695.0,1800.0,170.0,23.0,2688.0
1284,0.0,-19.91905,-43.92825,154.0,3.0,2.0,1.0,1.0,0.0,1.0,300.0,2000.0,159.0,27.0,2486.0
1285,3.0,-22.91332,-43.18884,50.0,1.0,1.0,1.0,13.0,1.0,0.0,0.0,4520.0,0.0,59.0,4579.0
1286,3.0,-22.93113,-43.15726,104.0,3.0,2.0,2.0,4.0,0.0,0.0,1549.0,7000.0,337.0,91.0,8977.0
1287,4.0,-23.50766,-46.6076,50.0,2.0,1.0,1.0,9.0,0.0,1.0,978.0,2430.0,124.0,31.0,3563.0
1288,2.0,-30.02065,-51.22665,75.0,2.0,2.0,1.0,6.0,0.0,1.0,383.0,1400.0,117.0,21.0,1921.0
1289,4.0,-23.55943,-46.64599,145.0,3.0,2.0,1.0,2.0,0.0,0.0,1017.0,2000.0,12.0,26.0,3055.0
1290,4.0,-23.52749,-46.62979,211.0,3.0,5.0,3.0,12.0,0.0,0.0,2500.0,7000.0,750.0,89.0,10340.0
1291,4.0,-23.57695,-46.6486,30.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2060.0,0.0,27.0,2087.0
1292,1.0,-22.90586,-47.06848,170.0,4.0,3.0,1.0,10.0,1.0,1.0,1470.0,3700.0,0.0,47.0,5217.0
1293,4.0,-23.57976,-46.60297,86.0,2.0,2.0,1.0,4.0,0.0,1.0,690.0,1900.0,93.0,25.0,2708.0
1294,3.0,-22.94239,-43.18799,230.0,3.0,4.0,3.0,10.0,0.0,1.0,2000.0,3000.0,556.0,39.0,5595.0
1295,4.0,-23.58794,-46.61553,61.0,1.0,2.0,2.0,1.0,1.0,0.0,2200.0,4000.0,250.0,51.0,6501.0
1296,4.0,-23.56135,-46.64718,383.0,4.0,4.0,5.0,11.0,1.0,1.0,2189.0,3004.0,709.0,39.0,5941.0
1297,4.0,-23.50292,-46.62094,60.0,2.0,2.0,1.0,14.0,1.0,0.0,916.0,5650.0,59.0,72.0,6697.0
1298,4.0,-23.54048,-46.62045,213.0,4.0,6.0,4.0,1.0,0.0,0.0,3200.0,8500.0,970.0,108.0,12780.0
1299,2.0,-30.01729,-51.21904,93.0,2.0,2.0,3.0,6.0,0.0,0.0,873.0,3900.0,224.0,57.0,5054.0
1300,4.0,-23.58996,-46.63176,50.0,1.0,1.0,1.0,20.0,1.0,0.0,781.0,5300.0,212.0,68.0,6361.0
1301,4.0,-23.56876,-46.60934,149.0,2.0,3.0,3.0,21.0,0.0,1.0,1603.0,4500.0,883.0,58.0,7044.0
1302,4.0,-23.56347,-46.6056,410.0,4.0,5.0,5.0,1.0,0.0,1.0,0.0,20000.0,0.0,254.0,20250.0
1303,4.0,-23.54139,-46.641,40.0,1.0,1.0,1.0,14.0,0.0,0.0,474.0,3175.0,105.0,41.0,3795.0
1304,3.0,-22.91957,-43.16816,46.0,1.0,1.0,0.0,11.0,0.0,0.0,659.0,1500.0,101.0,20.0,2280.0
1305,4.0,-23.53834,-46.61483,60.0,2.0,2.0,2.0,11.0,0.0,0.0,760.0,3800.0,132.0,49.0,4741.0
1306,3.0,-22.92835,-43.15383,180.0,2.0,3.0,1.0,3.0,0.0,0.0,2500.0,8500.0,700.0,110.0,11810.0
1307,0.0,-19.9093,-43.92957,70.0,2.0,2.0,2.0,1.0,1.0,1.0,300.0,1450.0,94.0,20.0,1864.0
1308,4.0,-23.52385,-46.63429,68.0,2.0,1.0,1.0,9.0,0.0,1.0,0.0,2100.0,0.0,27.0,2127.0
1309,3.0,-22.93107,-43.19974,85.0,2.0,2.0,1.0,4.0,0.0,1.0,763.0,1800.0,78.0,24.0,2665.0
1310,0.0,-19.94504,-43.93799,140.0,4.0,2.0,2.0,2.0,0.0,1.0,450.0,2281.0,221.0,31.0,2983.0
1311,0.0,-19.90997,-43.9339,52.0,2.0,2.0,1.0,2.0,1.0,1.0,360.0,1650.0,86.0,22.0,2118.0
1312,2.0,-30.0399,-51.20959,63.0,2.0,2.0,0.0,7.0,1.0,0.0,400.0,2600.0,109.0,38.0,3147.0
1313,4.0,-23.52009,-46.60597,65.0,2.0,2.0,2.0,13.0,0.0,0.0,1084.0,3300.0,207.0,42.0,4633.0
1314,0.0,-19.94512,-43.9499,60.0,3.0,1.0,1.0,1.0,0.0,1.0,348.0,950.0,63.0,13.0,1374.0
1315,0.0,-19.94053,-43.93862,27.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1167.0,334.0,16.0,1517.0
1316,4.0,-23.52688,-46.62553,260.0,4.0,4.0,3.0,11.0,1.0,1.0,3500.0,15000.0,1417.0,191.0,20110.0
1317,4.0,-23.51244,-46.64681,44.0,1.0,1.0,1.0,13.0,0.0,1.0,400.0,1200.0,0.0,16.0,1616.0
1318,4.0,-23.50015,-46.63226,118.0,3.0,2.0,1.0,11.0,1.0,1.0,1116.0,4775.0,185.0,61.0,6137.0
1319,4.0,-23.52385,-46.63753,114.0,3.0,2.0,2.0,9.0,0.0,1.0,900.0,3780.0,100.0,48.0,4828.0
1320,0.0,-19.94569,-43.93375,154.0,4.0,2.0,2.0,2.0,0.0,1.0,1465.0,2800.0,305.0,38.0,4608.0
1321,3.0,-22.93278,-43.19084,108.0,3.0,1.0,1.0,3.0,1.0,0.0,2300.0,15000.0,334.0,194.0,17830.0
1322,4.0,-23.51901,-46.61698,147.0,3.0,2.0,2.0,4.0,0.0,0.0,1313.0,3600.0,414.0,46.0,5373.0
1323,4.0,-23.56731,-46.63871,365.0,3.0,4.0,3.0,15.0,0.0,1.0,3700.0,12000.0,1250.0,153.0,17100.0
1324,2.0,-30.03487,-51.21569,109.0,3.0,2.0,1.0,2.0,0.0,0.0,681.0,2423.0,193.0,36.0,3333.0
1325,0.0,-19.90235,-43.93736,148.0,3.0,3.0,2.0,3.0,0.0,0.0,284.0,2500.0,104.0,34.0,2922.0
1326,1.0,-22.89982,-47.05439,79.0,2.0,1.0,1.0,3.0,1.0,1.0,245.0,1000.0,25.0,13.0,1283.0
1327,3.0,-22.91159,-43.17986,66.0,2.0,1.0,1.0,9.0,0.0,1.0,997.0,2400.0,179.0,31.0,3607.0
1328,1.0,-22.90016,-47.05436,54.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,1370.0,31.0,18.0,1419.0
1329,1.0,-22.90907,-47.0545,87.0,3.0,1.0,1.0,6.0,0.0,1.0,730.0,1200.0,64.0,16.0,2010.0
1330,4.0,-23.54194,-46.61003,640.0,4.0,4.0,4.0,12.0,0.0,0.0,5400.0,10200.0,1584.0,130.0,17310.0
1331,4.0,-23.5404,-46.62841,71.0,2.0,1.0,0.0,3.0,0.0,0.0,613.0,1040.0,0.0,14.0,1667.0
1332,4.0,-23.52239,-46.633,35.0,1.0,1.0,1.0,6.0,1.0,0.0,886.0,1250.0,90.0,16.0,2242.0
1333,4.0,-23.58605,-46.60698,57.0,2.0,2.0,1.0,2.0,1.0,0.0,584.0,2300.0,50.0,30.0,2964.0
1334,4.0,-23.51725,-46.64005,38.0,1.0,1.0,0.0,8.0,1.0,1.0,480.0,1220.0,25.0,16.0,1741.0
1335,3.0,-22.93856,-43.19717,70.0,2.0,2.0,1.0,3.0,0.0,1.0,990.0,3700.0,122.0,48.0,4860.0
1336,3.0,-22.94215,-43.18075,300.0,4.0,3.0,2.0,5.0,1.0,0.0,2500.0,12000.0,750.0,155.0,15410.0
1337,2.0,-30.01183,-51.21988,80.0,2.0,2.0,0.0,8.0,0.0,1.0,430.0,1320.0,121.0,20.0,1891.0
1338,3.0,-22.91287,-43.18922,160.0,3.0,3.0,1.0,4.0,0.0,1.0,1050.0,2900.0,317.0,38.0,4305.0
1339,2.0,-30.04888,-51.2248,117.0,3.0,2.0,2.0,10.0,0.0,1.0,1564.0,5500.0,167.0,81.0,7312.0
1340,2.0,-30.03198,-51.20604,112.0,3.0,2.0,2.0,3.0,0.0,0.0,800.0,4100.0,100.0,60.0,5060.0
1341,3.0,-22.9252,-43.19275,160.0,4.0,2.0,1.0,2.0,0.0,1.0,1500.0,4230.0,0.0,55.0,5785.0
1342,2.0,-30.04959,-51.22637,68.0,2.0,1.0,0.0,3.0,0.0,1.0,270.0,700.0,19.0,11.0,1000.0
1343,4.0,-23.59844,-46.61306,530.0,4.0,4.0,4.0,4.0,1.0,1.0,3857.0,5000.0,1636.0,64.0,10560.0
1344,3.0,-22.90233,-43.19076,33.0,1.0,1.0,0.0,8.0,1.0,0.0,600.0,3300.0,100.0,25.0,4025.0
1345,4.0,-23.578,-46.61221,40.0,2.0,1.0,0.0,3.0,0.0,1.0,348.0,1100.0,0.0,14.0,1462.0
1346,4.0,-23.53865,-46.62768,58.0,2.0,1.0,2.0,10.0,0.0,1.0,383.0,1360.0,0.0,18.0,1761.0
1347,4.0,-23.55123,-46.62451,120.0,3.0,3.0,2.0,6.0,0.0,1.0,1800.0,3400.0,134.0,44.0,5378.0
1348,4.0,-23.53159,-46.60291,301.0,4.0,5.0,4.0,3.0,0.0,0.0,4265.0,12500.0,1600.0,159.0,18520.0
1349,4.0,-23.57627,-46.64033,40.0,1.0,1.0,0.0,1.0,1.0,1.0,150.0,1800.0,38.0,23.0,2011.0
1350,3.0,-22.91385,-43.19879,45.0,1.0,1.0,0.0,5.0,0.0,1.0,750.0,1000.0,34.0,13.0,1797.0
1351,3.0,-22.91417,-43.18885,135.0,3.0,2.0,1.0,2.0,0.0,1.0,1940.0,3060.0,428.0,40.0,5468.0
1352,4.0,-23.57191,-46.61175,135.0,3.0,2.0,1.0,4.0,0.0,1.0,1378.0,3290.0,279.0,42.0,4989.0
1353,2.0,-30.00969,-51.2136,102.0,3.0,2.0,2.0,8.0,0.0,0.0,1125.0,5525.0,225.0,81.0,6956.0
1354,4.0,-23.59514,-46.60666,76.0,2.0,2.0,2.0,6.0,0.0,1.0,978.0,1400.0,123.0,18.0,2519.0
1355,4.0,-23.57797,-46.617,180.0,4.0,1.0,1.0,13.0,0.0,1.0,2420.0,8500.0,400.0,108.0,11430.0
1356,4.0,-23.52008,-46.62967,128.0,2.0,3.0,1.0,4.0,0.0,1.0,755.0,4339.0,85.0,55.0,5234.0
1357,1.0,-22.89086,-47.05326,60.0,3.0,2.0,0.0,2.0,0.0,1.0,350.0,2362.0,88.0,30.0,2830.0
1358,4.0,-23.58864,-46.6378,44.0,1.0,1.0,0.0,4.0,0.0,0.0,450.0,2500.0,30.0,32.0,3012.0
1359,4.0,-23.58995,-46.65,189.0,3.0,3.0,1.0,12.0,0.0,1.0,2143.0,5800.0,371.0,74.0,8388.0
1360,4.0,-23.55459,-46.61827,276.0,4.0,6.0,4.0,10.0,0.0,0.0,3450.0,4500.0,1713.0,58.0,9721.0
1361,4.0,-23.57851,-46.62345,60.0,1.0,2.0,1.0,9.0,1.0,0.0,844.0,3800.0,0.0,49.0,4693.0
1362,3.0,-22.90003,-43.18485,57.0,2.0,2.0,1.0,4.0,0.0,1.0,600.0,1800.0,0.0,24.0,2424.0
1363,1.0,-22.90438,-47.06879,45.0,1.0,1.0,1.0,3.0,0.0,1.0,521.0,600.0,38.0,8.0,1167.0
1364,4.0,-23.56186,-46.6002,42.0,1.0,1.0,1.0,12.0,1.0,0.0,712.0,3500.0,22.0,45.0,4279.0
1365,3.0,-22.93663,-43.15793,68.0,2.0,1.0,1.0,2.0,0.0,1.0,560.0,1100.0,42.0,15.0,1717.0
1366,3.0,-22.93774,-43.17873,120.0,3.0,2.0,1.0,4.0,0.0,1.0,1650.0,4800.0,355.0,62.0,6867.0
1367,4.0,-23.50184,-46.63436,360.0,4.0,4.0,2.0,4.0,0.0,1.0,3340.0,11050.0,0.0,141.0,14530.0
1368,4.0,-23.5738,-46.61641,16.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,910.0,0.0,12.0,922.0
1369,1.0,-22.89657,-47.06553,110.0,3.0,1.0,1.0,13.0,0.0,1.0,780.0,1100.0,108.0,9.0,1997.0
1370,1.0,-22.91324,-47.06753,69.0,2.0,1.0,1.0,7.0,1.0,1.0,485.0,980.0,60.0,13.0,1538.0
1371,0.0,-19.93101,-43.92315,59.0,2.0,2.0,0.0,2.0,1.0,0.0,510.0,1400.0,112.0,19.0,2041.0
1372,4.0,-23.58885,-46.61297,210.0,4.0,4.0,3.0,5.0,0.0,0.0,2800.0,5000.0,917.0,64.0,8781.0
1373,4.0,-23.5202,-46.63723,242.0,4.0,5.0,4.0,4.0,0.0,0.0,3270.0,12000.0,930.0,153.0,16350.0
1374,2.0,-30.04066,-51.21424,28.0,1.0,1.0,0.0,4.0,0.0,1.0,350.0,550.0,21.0,9.0,930.0
1375,4.0,-23.56782,-46.63022,220.0,4.0,3.0,3.0,2.0,1.0,0.0,4208.0,9000.0,1203.0,115.0,14530.0
1376,2.0,-30.03883,-51.22605,62.0,3.0,2.0,1.0,1.0,1.0,1.0,485.0,1629.0,54.0,24.0,2192.0
1377,3.0,-22.91163,-43.17001,111.0,3.0,2.0,2.0,11.0,0.0,0.0,1100.0,3500.0,325.0,46.0,4971.0
1378,1.0,-22.91718,-47.06376,159.0,3.0,2.0,2.0,1.0,0.0,1.0,1000.0,2500.0,334.0,32.0,3866.0
1379,3.0,-22.90889,-43.1841,70.0,2.0,2.0,0.0,5.0,0.0,0.0,690.0,2250.0,100.0,29.0,3069.0
1380,4.0,-23.54109,-46.63155,150.0,3.0,2.0,2.0,2.0,0.0,1.0,1181.0,2000.0,384.0,26.0,3591.0
1381,4.0,-23.52093,-46.6039,50.0,1.0,1.0,1.0,17.0,0.0,0.0,776.0,4000.0,126.0,51.0,4953.0
1382,0.0,-19.94542,-43.92753,64.0,2.0,1.0,1.0,2.0,0.0,1.0,252.0,850.0,78.0,12.0,1192.0
1383,4.0,-23.52742,-46.60688,70.0,1.0,1.0,0.0,8.0,0.0,1.0,430.0,3200.0,109.0,41.0,3780.0
1384,4.0,-23.52958,-46.63126,76.0,3.0,2.0,0.0,6.0,0.0,1.0,1160.0,1240.0,95.0,16.0,2511.0
1385,4.0,-23.58492,-46.64165,172.0,2.0,4.0,3.0,23.0,0.0,1.0,1400.0,11000.0,775.0,140.0,13320.0
1386,4.0,-23.56225,-46.63989,246.0,3.0,4.0,4.0,3.0,0.0,0.0,3800.0,12000.0,750.0,153.0,16700.0
1387,4.0,-23.50031,-46.61704,64.0,2.0,1.0,1.0,8.0,0.0,1.0,400.0,1500.0,101.0,20.0,2021.0
1388,0.0,-19.92285,-43.94494,30.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,550.0,0.0,8.0,558.0
1389,3.0,-22.9111,-43.17363,87.0,3.0,1.0,1.0,7.0,0.0,1.0,786.0,1800.0,159.0,24.0,2769.0
1390,2.0,-30.01977,-51.21362,50.0,1.0,1.0,1.0,7.0,0.0,1.0,250.0,800.0,0.0,12.0,1062.0
1391,2.0,-30.04888,-51.21351,50.0,1.0,1.0,0.0,6.0,0.0,1.0,400.0,800.0,20.0,12.0,1232.0
1392,4.0,-23.55731,-46.6379,43.0,1.0,1.0,0.0,6.0,0.0,1.0,219.0,1472.0,42.0,6.0,1739.0
1393,1.0,-22.90012,-47.06107,58.0,1.0,2.0,1.0,10.0,1.0,1.0,850.0,750.0,40.0,10.0,1650.0
1394,4.0,-23.52819,-46.60525,30.0,1.0,1.0,1.0,14.0,1.0,1.0,1379.0,1660.0,18.0,22.0,3079.0
1395,4.0,-23.52682,-46.62975,54.0,2.0,1.0,0.0,2.0,1.0,1.0,571.0,1700.0,135.0,22.0,2428.0
1396,3.0,-22.93822,-43.18946,80.0,2.0,2.0,1.0,2.0,1.0,1.0,1050.0,3500.0,167.0,46.0,4763.0
1397,2.0,-30.00773,-51.22078,62.0,2.0,2.0,1.0,10.0,0.0,1.0,480.0,1600.0,9.0,24.0,2113.0
1398,2.0,-30.02226,-51.20969,66.0,2.0,2.0,0.0,3.0,0.0,1.0,550.0,1200.0,50.0,18.0,1818.0
1399,4.0,-23.5133,-46.62389,80.0,2.0,2.0,1.0,2.0,0.0,1.0,400.0,1500.0,36.0,20.0,1956.0
1400,4.0,-23.51204,-46.64546,560.0,4.0,4.0,7.0,2.0,0.0,1.0,8600.0,15000.0,5000.0,191.0,28790.0
1401,4.0,-23.5208,-46.63237,30.0,1.0,1.0,1.0,5.0,0.0,0.0,500.0,3900.0,84.0,50.0,4534.0
1402,3.0,-22.94347,-43.1647,81.0,2.0,2.0,1.0,8.0,0.0,0.0,615.0,3500.0,225.0,46.0,4386.0
1403,4.0,-23.5799,-46.62823,218.0,4.0,4.0,4.0,3.0,1.0,1.0,2488.0,4930.0,1454.0,63.0,8935.0
1404,1.0,-22.90949,-47.05886,54.0,2.0,1.0,2.0,6.0,0.0,1.0,300.0,1200.0,46.0,16.0,1562.0
1405,0.0,-19.9208,-43.92506,100.0,3.0,1.0,1.0,2.0,0.0,1.0,150.0,1200.0,0.0,16.0,1366.0
1406,4.0,-23.53742,-46.62421,156.0,2.0,3.0,2.0,8.0,0.0,0.0,2040.0,13590.0,292.0,173.0,16090.0
1407,4.0,-23.51906,-46.60313,300.0,3.0,4.0,3.0,1.0,0.0,0.0,3000.0,4000.0,0.0,51.0,7051.0
1408,4.0,-23.58181,-46.64023,39.0,1.0,1.0,1.0,3.0,1.0,0.0,680.0,2500.0,115.0,32.0,3327.0
1409,4.0,-23.55802,-46.62883,140.0,2.0,3.0,4.0,10.0,0.0,0.0,2300.0,6170.0,417.0,79.0,8966.0
1410,4.0,-23.54712,-46.61406,240.0,4.0,4.0,3.0,1.0,0.0,1.0,2800.0,4200.0,792.0,54.0,7846.0
1411,1.0,-22.89503,-47.06615,67.0,3.0,1.0,1.0,1.0,1.0,1.0,351.0,890.0,40.0,12.0,1293.0
1412,0.0,-19.93399,-43.94062,113.0,3.0,3.0,1.0,1.0,0.0,1.0,350.0,1100.0,88.0,15.0,1553.0
1413,4.0,-23.52811,-46.62755,99.0,3.0,2.0,1.0,3.0,0.0,1.0,390.0,2500.0,90.0,32.0,3012.0
1414,2.0,-30.01744,-51.22615,38.0,1.0,1.0,1.0,5.0,0.0,1.0,342.0,980.0,51.0,15.0,1388.0
1415,1.0,-22.8951,-47.06331,100.0,3.0,1.0,1.0,7.0,0.0,1.0,999.0,1090.0,94.0,14.0,2197.0
1416,3.0,-22.90989,-43.18171,135.0,4.0,2.0,2.0,7.0,0.0,1.0,1378.0,4200.0,468.0,55.0,6101.0
1417,3.0,-22.93989,-43.15829,130.0,3.0,2.0,1.0,10.0,0.0,0.0,1338.0,3250.0,450.0,42.0,5080.0
